"grp","raw","index","pct90","pct95","perc","ver"
"index_4049_attention","27",40,"30-50","28-52","< 0.1","b"
"index_4049_attention","28",40,"30-50","28-52","< 0.1","b"
"index_4049_attention","29",40,"30-50","28-52","< 0.1","b"
"index_4049_attention","30",40,"30-50","28-52","< 0.1","b"
"index_4049_attention","31",40,"30-50","28-52","< 0.1","b"
"index_4049_attention","32",40,"30-50","28-52","< 0.1","b"
"index_4049_attention","33",40,"30-50","28-52","< 0.1","b"
"index_4049_attention","34",40,"30-50","28-52","< 0.1","b"
"index_4049_attention","35",45,"35-55","33-57","< 0.1","b"
"index_4049_attention","36",49,"39-59","37-61","< 0.1","b"
"index_4049_attention","37",53,"43-63","41-65","0.1","b"
"index_4049_attention","38",56,"46-66","44-68","0.2","b"
"index_4049_attention","39",62,"52-72","50-74","1","b"
"index_4049_attention","40",67,"57-77","55-79","1","b"
"index_4049_attention","41",69,"59-79","57-81","2","b"
"index_4049_attention","42",72,"62-82","60-84","3","b"
"index_4049_attention","43",74,"64-84","62-86","4","b"
"index_4049_attention","44",75,"65-85","63-87","5","b"
"index_4049_attention","45",77,"67-87","65-89","6","b"
"index_4049_attention","46",78,"68-88","66-90","7","b"
"index_4049_attention","47",79,"69-89","67-91","8","b"
"index_4049_attention","48",80,"70-90","68-92","9","b"
"index_4049_attention","49",80,"70-90","68-92","9","b"
"index_4049_attention","50",81,"71-91","69-93","10","b"
"index_4049_attention","51",83,"73-93","71-95","13","b"
"index_4049_attention","52",84,"74-94","72-96","14","b"
"index_4049_attention","53",86,"76-96","74-98","18","b"
"index_4049_attention","54",88,"78-98","76-100","21","b"
"index_4049_attention","55",89,"79-99","77-101","23","b"
"index_4049_attention","56",91,"81-101","79-103","27","b"
"index_4049_attention","57",92,"82-102","80-104","30","b"
"index_4049_attention","58",94,"84-104","82-106","34","b"
"index_4049_attention","59",95,"85-105","83-107","37","b"
"index_4049_attention","60",97,"87-107","85-109","42","b"
"index_4049_attention","61",98,"88-108","86-110","45","b"
"index_4049_attention","62",100,"90-110","88-112","50","b"
"index_4049_attention","63",102,"92-112","90-114","55","b"
"index_4049_attention","64",103,"93-113","91-115","58","b"
"index_4049_attention","65",104,"94-114","92-116","61","b"
"index_4049_attention","66",106,"96-116","94-118","66","b"
"index_4049_attention","67",107,"97-117","95-119","68","b"
"index_4049_attention","68",110,"100-120","98-122","75","b"
"index_4049_attention","69",112,"102-122","100-124","79","b"
"index_4049_attention","70",114,"104-124","102-126","82","b"
"index_4049_attention","71",117,"107-127","105-129","87","b"
"index_4049_attention","72",119,"109-129","107-131","90","b"
"index_4049_attention","73",121,"111-131","109-133","92","b"
"index_4049_attention","74",123,"113-133","111-135","94","b"
"index_4049_attention","75",124,"114-134","112-136","95","b"
"index_4049_attention","76",126,"116-136","114-138","96","b"
"index_4049_attention","77",127,"117-137","115-139","96","b"
"index_4049_attention","78",128,"118-138","116-140","97","b"
"index_4049_attention","79",130,"120-140","118-142","98","b"
"index_4049_attention","80",133,"123-143","121-145","99","b"
"index_4049_attention","81",134,"124-144","122-146","99","b"
"index_4049_attention","82",136,"126-146","124-148","99","b"
"index_4049_attention","83",139,"129-149","127-151","99.5","b"
"index_4049_attention","84",143,"133-153","131-155","99.8","b"
"index_4049_attention","85",147,"137-157","135-159","99.9","b"
"index_4049_attention","86",152,"142-162","140-164","> 99.9","b"
"index_4049_attention","87",155,"145-165","143-167","> 99.9","b"
"index_4049_attention","88",155,"145-165","143-167","> 99.9","b"
"index_4049_attention","89",155,"145-165","143-167","> 99.9","b"
"index_4049_attention","90",155,"145-165","143-167",">99.9","b"
"index_4049_attention","91",155,"145-165","143-167",">99.9","b"
"index_4049_attention","92",155,"145-165","143-167",">99.9","b"
"index_4049_attention","93",155,"145-165","143-167",">99.9","b"
"index_4049_attention","94",155,"145-165","143-167",">99.9","b"
"index_4049_attention","95",155,"145-165","143-167","> 99.9","b"
"index_4049_attention","96",155,"145-165","143-167","> 99.9","b"
"index_4049_attention","97",155,"145-165","143-167","> 99.9","b"
"index_4049_attention","98",155,"145-165","143-167","> 99.9","b"
"index_4049_attention","99",155,"145-165","143-167","> 99.9","b"
"index_4049_attention","100",156,"146-166","144-168","> 99.9","b"
"index_4049_delayed","0",40,"30-50","28-52","< 0.1","a"
"index_4049_delayed","1",40,"30-50","28-52","< 0.1","a"
"index_4049_delayed","2",40,"30-50","28-52","< 0.1","a"
"index_4049_delayed","3",40,"30-50","28-52","< 0.1","a"
"index_4049_delayed","4",40,"30-50","28-52","< 0.1","a"
"index_4049_delayed","5",40,"30-50","28-52","< 0.1","a"
"index_4049_delayed","6",40,"30-50","28-52","< 0.1","a"
"index_4049_delayed","7",40,"30-50","28-52","< 0.1","a"
"index_4049_delayed","8",40,"30-50","28-52","< 0.1","a"
"index_4049_delayed","9",40,"30-50","28-52","< 0.1","a"
"index_4049_delayed","10",40,"30-50","28-52","< 0.1","a"
"index_4049_delayed","11",40,"30-50","28-52","< 0.1","a"
"index_4049_delayed","12",40,"30-50","28-52","< 0.1","a"
"index_4049_delayed","13",40,"30-50","28-52","< 0.1","a"
"index_4049_delayed","14",40,"30-50","28-52","< 0.1","a"
"index_4049_delayed","15",40,"30-50","28-52","< 0.1","a"
"index_4049_delayed","16",40,"30-50","28-52","< 0.1","a"
"index_4049_delayed","17",40,"30-50","28-52","< 0.1","a"
"index_4049_delayed","18",40,"30-50","28-52","< 0.1","a"
"index_4049_delayed","19",40,"30-50","28-52","< 0.1","a"
"index_4049_delayed","20",40,"30-50","28-52","< 0.1","a"
"index_4049_delayed","21",40,"30-50","28-52","< 0.1","a"
"index_4049_delayed","22",40,"30-50","28-52","< 0.1","a"
"index_4049_delayed","23",40,"30-50","28-52","< 0.1","a"
"index_4049_delayed","24",40,"30-50","28-52","< 0.1","a"
"index_4049_delayed","25",40,"30-50","28-52","< 0.1","a"
"index_4049_delayed","26",40,"30-50","28-52","< 0.1","a"
"index_4049_delayed","27",40,"30-50","28-52","< 0.1","a"
"index_4049_delayed","28",40,"30-50","28-52","< 0.1","a"
"index_4049_delayed","29",40,"30-50","28-52","< 0.1","a"
"index_4049_delayed","30",40,"30-50","28-52","< 0.1","a"
"index_4049_delayed","31",40,"30-50","28-52","< 0.1","a"
"index_4049_delayed","32",40,"30-50","28-52","< 0.1","a"
"index_4049_delayed","33",40,"30-50","28-52","< 0.1","a"
"index_4049_delayed","34",40,"30-50","28-52","< 0.1","a"
"index_4049_delayed","35",43,"33-53","31-55","< 0.1","a"
"index_4049_delayed","36",45,"35-55","33-57","< 0.1","a"
"index_4049_delayed","37",47,"37-57","35-59","< 0.1","a"
"index_4049_delayed","38",49,"39-59","37-61","< 0.1","a"
"index_4049_delayed","39",52,"42-62","40-64","0.1","a"
"index_4049_delayed","40",56,"46-66","44-68","0.2","a"
"index_4049_delayed","41",64,"54-74","52-76","1","a"
"index_4049_delayed","42",72,"62-82","60-84","3","a"
"index_4049_delayed","43",76,"66-86","64-88","5","a"
"index_4049_delayed","44",77,"67-87","65-89","6","a"
"index_4049_delayed","45",78,"68-88","66-90","7","a"
"index_4049_delayed","46",79,"69-89","67-91","8","a"
"index_4049_delayed","47",81,"71-91","69-93","10","a"
"index_4049_delayed","48",82,"72-92","70-94","12","a"
"index_4049_delayed","49",84,"74-94","72-96","14","a"
"index_4049_delayed","50",86,"76-96","74-98","18","a"
"index_4049_delayed","51",89,"79-99","77-101","23","a"
"index_4049_delayed","52",92,"82-102","80-104","30","a"
"index_4049_delayed","53",94,"84-104","82-106","34","a"
"index_4049_delayed","54",95,"85-105","83-107","37","a"
"index_4049_delayed","55",97,"87-107","85-109","42","a"
"index_4049_delayed","56",100,"90-110","88-112","50","a"
"index_4049_delayed","57",104,"94-114","92-116","61","a"
"index_4049_delayed","58",109,"99-119","97-121","73","a"
"index_4049_delayed","59",114,"104-124","102-126","82","a"
"index_4049_delayed","60",120,"110-130","108-132","91","a"
"index_4049_delayed","61",139,"129-149","127-151","99.5","a"
"index_4049_delayed","62",156,"146-166","144-168","> 99.9","a"
"index_4049_delayed","0",40,"30-50","28-52","< 0.1","b"
"index_4049_delayed","1",40,"30-50","28-52","< 0.1","b"
"index_4049_delayed","2",40,"30-50","28-52","< 0.1","b"
"index_4049_delayed","3",40,"30-50","28-52","< 0.1","b"
"index_4049_delayed","4",40,"30-50","28-52","< 0.1","b"
"index_4049_delayed","5",40,"30-50","28-52","< 0.1","b"
"index_4049_delayed","6",40,"30-50","28-52","< 0.1","b"
"index_4049_delayed","7",40,"30-50","28-52","< 0.1","b"
"index_4049_delayed","8",40,"30-50","28-52","< 0.1","b"
"index_4049_delayed","9",40,"30-50","28-52","< 0.1","b"
"index_4049_delayed","10",40,"30-50","28-52","< 0.1","b"
"index_4049_delayed","11",40,"30-50","28-52","< 0.1","b"
"index_4049_delayed","12",40,"30-50","28-52","< 0.1","b"
"index_4049_delayed","13",40,"30-50","28-52","< 0.1","b"
"index_4049_delayed","14",40,"30-50","28-52","< 0.1","b"
"index_4049_delayed","15",40,"30-50","28-52","< 0.1","b"
"index_4049_delayed","16",40,"30-50","28-52","< 0.1","b"
"index_4049_delayed","17",40,"30-50","28-52","< 0.1","b"
"index_4049_delayed","18",40,"30-50","28-52","< 0.1","b"
"index_4049_delayed","19",40,"30-50","28-52","< 0.1","b"
"index_4049_delayed","20",40,"30-50","28-52","< 0.1","b"
"index_4049_delayed","21",40,"30-50","28-52","< 0.1","b"
"index_4049_delayed","22",40,"30-50","28-52","< 0.1","b"
"index_4049_delayed","23",40,"30-50","28-52","< 0.1","b"
"index_4049_delayed","24",40,"30-50","28-52","< 0.1","b"
"index_4049_delayed","25",40,"30-50","28-52","< 0.1","b"
"index_4049_delayed","26",40,"30-50","28-52","< 0.1","b"
"index_4049_delayed","27",40,"30-50","28-52","< 0.1","b"
"index_4049_delayed","28",40,"30-50","28-52","< 0.1","b"
"index_4049_delayed","29",40,"30-50","28-52","< 0.1","b"
"index_4049_delayed","30",40,"30-50","28-52","< 0.1","b"
"index_4049_delayed","31",40,"30-50","28-52","< 0.1","b"
"index_4049_delayed","32",40,"30-50","28-52","< 0.1","b"
"index_4049_delayed","33",40,"30-50","28-52","< 0.1","b"
"index_4049_delayed","34",40,"30-50","28-52","< 0.1","b"
"index_4049_delayed","35",43,"33-53","31-55","< 0.1","b"
"index_4049_delayed","36",45,"35-55","33-57","< 0.1","b"
"index_4049_delayed","37",47,"37-57","35-59","< 0.1","b"
"index_4049_delayed","38",49,"39-59","37-61","< 0.1","b"
"index_4049_delayed","39",52,"42-62","40-64","0.1","b"
"index_4049_delayed","40",56,"46-66","44-68","0.2","b"
"index_4049_delayed","41",64,"54-74","52-76","1","b"
"index_4049_delayed","42",72,"62-82","60-84","3","b"
"index_4049_delayed","43",76,"66-86","64-88","5","b"
"index_4049_delayed","44",77,"67-87","65-89","6","b"
"index_4049_delayed","45",78,"68-88","66-90","7","b"
"index_4049_delayed","46",79,"69-89","67-91","8","b"
"index_4049_delayed","47",81,"71-91","69-93","10","b"
"index_4049_delayed","48",82,"72-92","70-94","12","b"
"index_4049_delayed","49",84,"74-94","72-96","14","b"
"index_4049_delayed","50",86,"76-96","74-98","18","b"
"index_4049_delayed","51",89,"79-99","77-101","23","b"
"index_4049_delayed","52",92,"82-102","80-104","30","b"
"index_4049_delayed","53",94,"84-104","82-106","34","b"
"index_4049_delayed","54",95,"85-105","83-107","37","b"
"index_4049_delayed","55",97,"87-107","85-109","42","b"
"index_4049_delayed","56",100,"90-110","88-112","50","b"
"index_4049_delayed","57",104,"94-114","92-116","61","b"
"index_4049_delayed","58",109,"99-119","97-121","73","b"
"index_4049_delayed","59",114,"104-124","102-126","82","b"
"index_4049_delayed","60",120,"110-130","108-132","91","b"
"index_4049_delayed","61",139,"129-149","127-151","99.5","b"
"index_4049_delayed","62",156,"146-166","144-168","> 99.9","b"
"index_5059_immediate","0",40,"32-48","30-50","< 0.1","a"
"index_5059_immediate","1",40,"32-48","30-50","< 0.1","a"
"index_5059_immediate","2",40,"32-48","30-50","< 0.1","a"
"index_5059_immediate","3",40,"32-48","30-50","< 0.1","a"
"index_5059_immediate","4",40,"32-48","30-50","< 0.1","a"
"index_5059_immediate","5",40,"32-48","30-50","< 0.1","a"
"index_5059_immediate","6",40,"32-48","30-50","< 0.1","a"
"index_5059_immediate","7",40,"32-48","30-50","< 0.1","a"
"index_5059_immediate","8",40,"32-48","30-50","< 0.1","a"
"index_5059_immediate","9",40,"32-48","30-50","< 0.1","a"
"index_5059_immediate","10",40,"32-48","30-50","< 0.1","a"
"index_5059_immediate","11",40,"32-48","30-50","< 0.1","a"
"index_5059_immediate","12",40,"32-48","30-50","< 0.1","a"
"index_5059_immediate","13",40,"32-48","30-50","< 0.1","a"
"index_5059_immediate","14",40,"32-48","30-50","< 0.1","a"
"index_5059_immediate","15",40,"32-48","30-50","< 0.1","a"
"index_5059_immediate","16",40,"32-48","30-50","< 0.1","a"
"index_5059_immediate","17",40,"32-48","30-50","< 0.1","a"
"index_5059_immediate","18",40,"32-48","30-50","< 0.1","a"
"index_5059_immediate","19",40,"32-48","30-50","< 0.1","a"
"index_5059_immediate","20",40,"32-48","30-50","< 0.1","a"
"index_5059_immediate","21",40,"32-48","30-50","< 0.1","a"
"index_5059_immediate","22",40,"32-48","30-50","< 0.1","a"
"index_5059_immediate","23",40,"32-48","30-50","< 0.1","a"
"index_5059_immediate","24",40,"32-48","30-50","< 0.1","a"
"index_5059_immediate","25",40,"32-48","30-50","< 0.1","a"
"index_5059_immediate","26",42,"34-50","32-52","< 0.1","a"
"index_5059_immediate","27",45,"37-53","35-55","< 0.1","a"
"index_5059_immediate","28",48,"40-56","38-58","< 0.1","a"
"index_5059_immediate","29",50,"42-58","40-60","< 0.1","a"
"index_5059_immediate","30",52,"44-60","42-62","0.1","a"
"index_5059_immediate","31",55,"47-63","45-65","0.1","a"
"index_5059_immediate","32",59,"51-67","49-69","0.3","a"
"index_5059_immediate","33",62,"54-70","52-72","1","a"
"index_5059_immediate","34",64,"56-72","54-74","1","a"
"index_5059_immediate","35",67,"59-75","57-77","1","a"
"index_5059_immediate","36",69,"61-77","59-79","2","a"
"index_5059_immediate","37",71,"63-79","61-81","3","a"
"index_5059_immediate","38",73,"65-81","63-83","4","a"
"index_5059_immediate","39",76,"68-84","66-86","5","a"
"index_5059_immediate","40",78,"70-86","68-88","7","a"
"index_5059_immediate","41",81,"73-89","71-91","10","a"
"index_5059_immediate","42",83,"75-91","73-93","13","a"
"index_5059_immediate","43",86,"78-94","76-96","18","a"
"index_5059_immediate","44",88,"80-96","78-98","21","a"
"index_5059_immediate","45",90,"82-98","80-100","25","a"
"index_5059_immediate","46",93,"85-101","83-103","32","a"
"index_5059_immediate","47",95,"87-103","85-105","37","a"
"index_5059_immediate","48",98,"90-106","88-108","45","a"
"index_5059_immediate","49",100,"92-108","90-110","50","a"
"index_5059_immediate","50",103,"95-111","93-113","58","a"
"index_5059_immediate","51",105,"97-113","95-115","63","a"
"index_5059_immediate","52",108,"100-116","98-118","70","a"
"index_5059_immediate","53",112,"104-120","102-122","79","a"
"index_5059_immediate","54",116,"108-124","106-126","86","a"
"index_5059_immediate","55",119,"111-127","109-129","90","a"
"index_5059_immediate","56",123,"115-131","113-133","94","a"
"index_5059_immediate","57",126,"118-134","116-136","96","a"
"index_5059_immediate","58",128,"120-136","118-138","97","a"
"index_5059_immediate","59",131,"123-139","121-141","98","a"
"index_5059_immediate","60",134,"126-142","124-144","99","a"
"index_5059_immediate","61",138,"130-146","128-148","99","a"
"index_5059_immediate","62",145,"137-153","135-155","99.9","a"
"index_5059_immediate","63",149,"141-157","139-159","99.9","a"
"index_5059_immediate","64",152,"144-160","142-162","> 99.9","a"
"index_5059_immediate","0",40,"32-48","30-50","< 0.1","b"
"index_5059_immediate","1",40,"32-48","30-50","< 0.1","b"
"index_5059_immediate","2",40,"32-48","30-50","< 0.1","b"
"index_5059_immediate","3",40,"32-48","30-50","< 0.1","b"
"index_5059_immediate","4",40,"32-48","30-50","< 0.1","b"
"index_5059_immediate","5",40,"32-48","30-50","< 0.1","b"
"index_5059_immediate","6",40,"32-48","30-50","< 0.1","b"
"index_5059_immediate","7",40,"32-48","30-50","< 0.1","b"
"index_5059_immediate","8",40,"32-48","30-50","< 0.1","b"
"index_5059_immediate","9",40,"32-48","30-50","< 0.1","b"
"index_5059_immediate","10",40,"32-48","30-50","< 0.1","b"
"index_5059_immediate","11",40,"32-48","30-50","< 0.1","b"
"index_5059_immediate","12",40,"32-48","30-50","< 0.1","b"
"index_5059_immediate","13",40,"32-48","30-50","< 0.1","b"
"index_5059_immediate","14",40,"32-48","30-50","< 0.1","b"
"index_5059_immediate","15",40,"32-48","30-50","< 0.1","b"
"index_5059_immediate","16",40,"32-48","30-50","< 0.1","b"
"index_5059_immediate","17",40,"32-48","30-50","< 0.1","b"
"index_5059_immediate","18",40,"32-48","30-50","< 0.1","b"
"index_5059_immediate","19",40,"32-48","30-50","< 0.1","b"
"index_5059_immediate","20",40,"32-48","30-50","< 0.1","b"
"index_5059_immediate","21",40,"32-48","30-50","< 0.1","b"
"index_5059_immediate","22",40,"32-48","30-50","< 0.1","b"
"index_5059_immediate","23",40,"32-48","30-50","< 0.1","b"
"index_5059_immediate","24",40,"32-48","30-50","< 0.1","b"
"index_5059_immediate","25",40,"32-48","30-50","< 0.1","b"
"index_5059_immediate","26",42,"34-50","32-52","< 0.1","b"
"index_5059_immediate","27",45,"37-53","35-55","< 0.1","b"
"index_5059_immediate","28",48,"40-56","38-58","< 0.1","b"
"index_5059_immediate","29",50,"42-58","40-60","< 0.1","b"
"index_5059_immediate","30",52,"44-60","42-62","0.1","b"
"index_5059_immediate","31",55,"47-63","45-65","0.1","b"
"index_5059_immediate","32",59,"51-67","49-69","0.3","b"
"index_5059_immediate","33",62,"54-70","52-72","1","b"
"index_5059_immediate","34",64,"56-72","54-74","1","b"
"index_5059_immediate","35",67,"59-75","57-77","1","b"
"index_5059_immediate","36",69,"61-77","59-79","2","b"
"index_5059_immediate","37",71,"63-79","61-81","3","b"
"index_5059_immediate","38",73,"65-81","63-83","4","b"
"index_5059_immediate","39",76,"68-84","66-86","5","b"
"index_5059_immediate","40",78,"70-86","68-88","7","b"
"index_5059_immediate","41",81,"73-89","71-91","10","b"
"index_5059_immediate","42",83,"75-91","73-93","13","b"
"index_5059_immediate","43",86,"78-94","76-96","18","b"
"index_5059_immediate","44",88,"80-96","78-98","21","b"
"index_5059_immediate","45",90,"82-98","80-100","25","b"
"index_5059_immediate","46",93,"85-101","83-103","32","b"
"index_5059_immediate","47",95,"87-103","85-105","37","b"
"index_5059_immediate","48",98,"90-106","88-108","45","b"
"index_5059_immediate","49",100,"92-108","90-110","50","b"
"index_5059_immediate","50",103,"95-111","93-113","58","b"
"index_5059_immediate","51",105,"97-113","95-115","63","b"
"index_5059_immediate","52",108,"100-116","98-118","70","b"
"index_5059_immediate","53",112,"104-120","102-122","79","b"
"index_5059_immediate","54",116,"108-124","106-126","86","b"
"index_5059_immediate","55",119,"111-127","109-129","90","b"
"index_5059_immediate","56",123,"115-131","113-133","94","b"
"index_5059_immediate","57",126,"118-134","116-136","96","b"
"index_5059_immediate","58",128,"120-136","118-138","97","b"
"index_5059_immediate","59",131,"123-139","121-141","98","b"
"index_5059_immediate","60",134,"126-142","124-144","99","b"
"index_5059_immediate","61",138,"130-146","128-148","99","b"
"index_5059_immediate","62",145,"137-153","135-155","99.9","b"
"index_5059_immediate","63",149,"141-157","139-159","99.9","b"
"index_5059_immediate","64",152,"144-160","142-162","> 99.9","b"
"index_5059_visuospatial","0",40,"30-50","28-52","< 0.1","a"
"index_5059_visuospatial","1",40,"30-50","28-52","< 0.1","a"
"index_5059_visuospatial","2",40,"30-50","28-52","< 0.1","a"
"index_5059_visuospatial","3",40,"30-50","28-52","< 0.1","a"
"index_5059_visuospatial","4",40,"30-50","28-52","< 0.1","a"
"index_5059_visuospatial","5",40,"30-50","28-52","< 0.1","a"
"index_5059_visuospatial","6",40,"30-50","28-52","< 0.1","a"
"index_5059_visuospatial","7",40,"30-50","28-52","< 0.1","a"
"index_5059_visuospatial","8",40,"30-50","28-52","< 0.1","a"
"index_5059_visuospatial","9",40,"30-50","28-52","< 0.1","a"
"index_5059_visuospatial","10",40,"30-50","28-52","< 0.1","a"
"index_5059_visuospatial","11",40,"30-50","28-52","< 0.1","a"
"index_5059_visuospatial","12",40,"30-50","28-52","< 0.1","a"
"index_5059_visuospatial","13",40,"30-50","28-52","< 0.1","a"
"index_5059_visuospatial","14",40,"30-50","28-52","< 0.1","a"
"index_5059_visuospatial","15",40,"30-50","28-52","< 0.1","a"
"index_5059_visuospatial","16",40,"30-50","28-52","< 0.1","a"
"index_5059_visuospatial","17",40,"30-50","28-52","< 0.1","a"
"index_5059_visuospatial","18",45,"35-55","33-57","< 0.1","a"
"index_5059_visuospatial","19",48,"38-58","36-60","< 0.1","a"
"index_5059_visuospatial","20",50,"40-60","38-62","< 0.1","a"
"index_5059_visuospatial","21",52,"42-62","40-64","0.1","a"
"index_5059_visuospatial","22",56,"46-66","44-68","0.2","a"
"index_5059_visuospatial","23",58,"48-68","46-70","0.3","a"
"index_5059_visuospatial","24",61,"51-71","49-73","0.5","a"
"index_5059_visuospatial","25",64,"54-74","52-76","1","a"
"index_5059_visuospatial","26",67,"57-77","55-79","1","a"
"index_5059_visuospatial","27",70,"60-80","58-82","2","a"
"index_5059_visuospatial","28",73,"63-83","61-85","4","a"
"index_5059_visuospatial","29",75,"65-85","63-87","5","a"
"index_5059_visuospatial","30",77,"67-87","65-89","6","a"
"index_5059_visuospatial","31",79,"69-89","67-91","8","a"
"index_5059_visuospatial","32",81,"71-91","69-93","10","a"
"index_5059_visuospatial","33",82,"72-92","70-94","12","a"
"index_5059_visuospatial","34",85,"75-95","73-97","16","a"
"index_5059_visuospatial","35",89,"79-99","77-101","23","a"
"index_5059_visuospatial","36",93,"83-103","81-105","32","a"
"index_5059_visuospatial","37",98,"88-108","86-110","45","a"
"index_5059_visuospatial","38",103,"93-113","91-115","58","a"
"index_5059_visuospatial","39",110,"100-120","98-122","75","a"
"index_5059_visuospatial","40",114,"104-124","102-126","82","a"
"index_5059_visuospatial","0",40,"30-50","28-52","< 0.1","b"
"index_5059_visuospatial","1",40,"30-50","28-52","< 0.1","b"
"index_5059_visuospatial","2",40,"30-50","28-52","< 0.1","b"
"index_5059_visuospatial","3",40,"30-50","28-52","< 0.1","b"
"index_5059_visuospatial","4",40,"30-50","28-52","< 0.1","b"
"index_5059_visuospatial","5",40,"30-50","28-52","< 0.1","b"
"index_5059_visuospatial","6",40,"30-50","28-52","< 0.1","b"
"index_5059_visuospatial","7",40,"30-50","28-52","< 0.1","b"
"index_5059_visuospatial","8",40,"30-50","28-52","< 0.1","b"
"index_5059_visuospatial","9",40,"30-50","28-52","< 0.1","b"
"index_5059_visuospatial","10",40,"30-50","28-52","< 0.1","b"
"index_5059_visuospatial","11",40,"30-50","28-52","< 0.1","b"
"index_5059_visuospatial","12",40,"30-50","28-52","< 0.1","b"
"index_5059_visuospatial","13",40,"30-50","28-52","< 0.1","b"
"index_5059_visuospatial","14",40,"30-50","28-52","< 0.1","b"
"index_5059_visuospatial","15",40,"30-50","28-52","< 0.1","b"
"index_5059_visuospatial","16",40,"30-50","28-52","< 0.1","b"
"index_5059_visuospatial","17",40,"30-50","28-52","< 0.1","b"
"index_5059_visuospatial","18",45,"35-55","33-57","< 0.1","b"
"index_5059_visuospatial","19",48,"38-58","36-60","< 0.1","b"
"index_5059_visuospatial","20",50,"40-60","38-62","< 0.1","b"
"index_5059_visuospatial","21",52,"42-62","40-64","0.1","b"
"index_5059_visuospatial","22",56,"46-66","44-68","0.2","b"
"index_5059_visuospatial","23",58,"48-68","46-70","0.3","b"
"index_5059_visuospatial","24",61,"51-71","49-73","0.5","b"
"index_5059_visuospatial","25",64,"54-74","52-76","1","b"
"index_5059_visuospatial","26",67,"57-77","55-79","1","b"
"index_5059_visuospatial","27",70,"60-80","58-82","2","b"
"index_5059_visuospatial","28",73,"63-83","61-85","4","b"
"index_5059_visuospatial","29",75,"65-85","63-87","5","b"
"index_5059_visuospatial","30",77,"67-87","65-89","6","b"
"index_5059_visuospatial","31",79,"69-89","67-91","8","b"
"index_5059_visuospatial","32",81,"71-91","69-93","10","b"
"index_5059_visuospatial","33",82,"72-92","70-94","12","b"
"index_5059_visuospatial","34",85,"75-95","73-97","16","b"
"index_5059_visuospatial","35",89,"79-99","77-101","23","b"
"index_5059_visuospatial","36",93,"83-103","81-105","32","b"
"index_5059_visuospatial","37",98,"88-108","86-110","45","b"
"index_5059_visuospatial","38",103,"93-113","91-115","58","b"
"index_5059_visuospatial","39",110,"100-120","98-122","75","b"
"index_5059_visuospatial","40",114,"104-124","102-126","82","b"
"index_5059_verbal","0",40,"31-49","29-51","< 0.1","a"
"index_5059_verbal","1",40,"31-49","29-51","< 0.1","a"
"index_5059_verbal","2",40,"31-49","29-51","< 0.1","a"
"index_5059_verbal","3",40,"31-49","29-51","< 0.1","a"
"index_5059_verbal","4",40,"31-49","29-51","< 0.1","a"
"index_5059_verbal","5",40,"31-49","29-51","< 0.1","a"
"index_5059_verbal","6",40,"31-49","29-51","< 0.1","a"
"index_5059_verbal","7",40,"31-49","29-51","< 0.1","a"
"index_5059_verbal","8",40,"31-49","29-51","< 0.1","a"
"index_5059_verbal","9",40,"31-49","29-51","< 0.1","a"
"index_5059_verbal","10",40,"31-49","29-51","< 0.1","a"
"index_5059_verbal","11",40,"31-49","29-51","< 0.1","a"
"index_5059_verbal","12",40,"31-49","29-51","< 0.1","a"
"index_5059_verbal","13",40,"31-49","29-51","< 0.1","a"
"index_5059_verbal","14",46,"37-55","35-57","< 0.1","a"
"index_5059_verbal","15",47,"38-56","36-58","< 0.1","a"
"index_5059_verbal","16",50,"41-59","39-61","< 0.1","a"
"index_5059_verbal","17",54,"45-63","43-65","0.1","a"
"index_5059_verbal","18",58,"49-67","47-69","0.3","a"
"index_5059_verbal","19",60,"51-69","49-71","0.4","a"
"index_5059_verbal","20",63,"54-72","52-74","1","a"
"index_5059_verbal","21",69,"60-78","58-80","2","a"
"index_5059_verbal","22",70,"61-79","59-81","2","a"
"index_5059_verbal","23",74,"65-83","63-85","4","a"
"index_5059_verbal","24",77,"68-86","66-88","6","a"
"index_5059_verbal","25",81,"72-90","70-92","10","a"
"index_5059_verbal","26",84,"75-93","73-95","14","a"
"index_5059_verbal","27",88,"79-97","77-99","21","a"
"index_5059_verbal","28",93,"84-102","82-104","32","a"
"index_5059_verbal","29",95,"86-104","84-106","37","a"
"index_5059_verbal","30",98,"89-107","87-109","45","a"
"index_5059_verbal","31",103,"94-112","92-114","58","a"
"index_5059_verbal","32",107,"98-116","96-118","68","a"
"index_5059_verbal","33",111,"102-120","100-122","77","a"
"index_5059_verbal","34",113,"104-122","102-124","81","a"
"index_5059_verbal","35",116,"107-125","105-127","86","a"
"index_5059_verbal","36",117,"108-126","106-128","87","a"
"index_5059_verbal","37",119,"110-128","108-130","90","a"
"index_5059_verbal","38",123,"114-132","112-134","94","a"
"index_5059_verbal","39",125,"116-134","114-136","95","a"
"index_5059_verbal","40",126,"117-135","115-137","96","a"
"index_5059_verbal","41",126,"117-135","115-137","96","a"
"index_5059_verbal","42",141,"132-150","130-152","99.7","a"
"index_5059_verbal","43",155,"146-164","144-166","> 99.9","a"
"index_5059_verbal","44",155,"146-164","144-166","> 99.9","a"
"index_5059_verbal","45",155,"146-164","144-166","> 99.9","a"
"index_5059_verbal","46",155,"146-164","144-166","> 99.9","a"
"index_5059_verbal","47",155,"146-164","144-166","> 99.9","a"
